,tweets,user_name,location,geo
197,"@scotbot @BNODesk You aren't making sense. I'm not talking about people who legit died from covid, I'm talking abou… https://t.co/WoVP8wpskY",CFox131313,,
198,@JohnMTalmadgeMD We can hope for the strength and aim of Covid germs.,nbenedict5,NC,
199,"@glm1116 @GOPLeader Hey Bozo, Congress Covid testing in the HEROES Act (Div. A, Title VII), the one this idiot vote… https://t.co/lgd7oXNROB",VMacCog,"1/2 in CA, 1/2 in CO",
200,"#Yemen: Crisis reaches new low, top UN officials tell Security Council “The humanitarian crisis in Yemen has never… https://t.co/UV3zwFiCvY",YemenSource,,
201,"@RealBrysonGray If I were in Ohio w/ COVID &amp; my doctor couldn’t treat me w/ Hydroxychloroquine to save me, I’d leav… https://t.co/pLwvXJdV87",TrumplicanMom,"Texas, USA",
202,Just got massive news. All my classes are going to be remote and students aren't even allowed to go on campus... No… https://t.co/pP4VFoZqAs,Starboy___10,,
203,Mask up y’all. https://t.co/vJTASidcSp,Chasity320,"Tennessee, USA",
204,"@ochocinco 

I need help brother...things just got really bad with this covid 19 lost my job and my car.  Trying to… https://t.co/PZs5iI2vd1",Gordon08847285,,
205,"people in my country are literally having a protest abt covid haolding up signs fhat say “i believe in god, not in covid” fam,,,,,,",suckdickbequick,ur mom’s vag | acab ; blm ;,
206,@woopdedoo652 @markjbhansen @heidimur @3AWNeilMitchell Doesn’t seem to be any covid issues in any other aged care in other states 🤷🏻‍♂️,docca75,,
207,"Fighters gonna fail covid tests on a weekly basis for a long while, it’s become normal. All promoters should have d… https://t.co/bPQ47rxQQs",_GaryWilliam_,!!!!!!!!!!RINGSIDE!!!!!!!!!!,
208,"@PondyGator2 I mean that's a thing too, but for this specific thing it's the children going back to school, then wi… https://t.co/CWRbdD5wMa",Koorivlf,Under a warm blanket hopefully,
209,"@JohanSchulze Also Bill kinda predicted covid back in 2015 in a conference he made, so why do you think it's hypocrite of him?",Olmo350,Sin City // Olmo35#9329,
210,Farmers fear worker shortage due to COVID-19 restrictions despite rising unemployment https://t.co/YdDSgnHcVh.  The… https://t.co/NMYVNd9dVi,bsadams25,,
211,@nealejones I wonder how the covid patients feel having their confidential info exploited for racebaiting then?,AnneleiseHall,"Canterbury Region, New Zealand",
212,@Idonttwit @duncan_colton @stella_immanuel ? You do get SARS is like 80% the SAME thing as COVID thus Doctors call… https://t.co/NLaSaitDAE,trevnorton,,
213,Thankfully the UK Visas and Immigration have given an extra month’s grace period within the UK to 31 August 2020 to… https://t.co/J2tTKG7S5V,toKashifRaza,"52.041925,-0.755187",
214,@wtfisantiracism @krystalball Seriously it is a stimulus. Also shouldn't we be paying foks not to go out as Covid cases are exploding.?,Tucker2787Ken,,
215,"Exclusive: Buddy, first dog to test positive for COVID-19 in the U.S., has died https://t.co/viStDXDP8q",TurkerNational,"Toronto, Canada",
216,"@SSads1757 @RealBrysonGray No, just for COVID.",gmalmom_helen,,
217,Recent increase of Niagara COVID-19 cases could be start of a trend https://t.co/InSKx9iSSb via @StCatStandard,GrantRants,St.Catharines,
218,@critica18495985 Because they’re f**king lazy@and using the Covid thing as an excuse.   They get enough time off.  Get the fk back to work!,retrogurlaz,United States,
219,"@Pee4Pius @mekzoh @chaplinez70 At that point, I lost all attention. Also, I've been forwarded several videos of her… https://t.co/KNvA4Xuiks",Tollexrism,Lagos,
220,@Michael_Little_ @comboverwhelmed Oh my! I wasn't ready for that one.  She's already DEMANDING urine samples from e… https://t.co/N1Z2IeRgFV,HonorDecency,,
221,"#WR: Shopify is in the list of the tech companies that are happy despite #COVID19.  ""Shopify said it saw more busin… https://t.co/fXt9NbYc6O",trassens,Rethinking the World with You,
222,How bout those QLD Covid lying bitches? https://t.co/XMi9AUSq2y,suthodan,,
223,"My niece is getting tested for Covid and my sister’s work MADE HER COME IN REGARDLESS, until my niece has positive… https://t.co/hlhVzssLla",icetheisbaby,"New York, USA",
224,@Gh0725H @SenTedCruz @realDonaldTrump @GOPChairwoman @GOPLeader @GovAbbott You mean the people dying in car acciden… https://t.co/xE3Z53spMG,24Dogarecute,,
225,Let's just say everybody has covid so that way all these bullshit restrictions are pointless.,Unblackened,,
226,Summer &gt; Covid-19 https://t.co/CgmHB1oEPT,rbegg,Haliwood ,
227,Trump Doubles Down on Demon Sperm Doc https://t.co/Tv4lLNidDt via @thedailybeast,ALANFAN44,Pa,
228,@DrJulieTMD @BillDauerNeuro @utswclements @UTSWInfDis @UTSWInternalMed @DCHHS @TexasDSHS @GregAbbott_TX If the surg… https://t.co/9rqRetCLLc,randysmiller1,,
229,@RamVangelis @Spawtygirl4life @COVID_Australia Just confirmed on ABC News.,Philosofairy1,Decamped from Central London. Landed in rural Australia. It feels like it's 1950.,
230,"Virtual college does not help either, with COVID severely limiting voter registration drives of young Democratic st… https://t.co/ck9vbz6jaO",TRElections,,
231,@kurteichenwald Toronto had one (1) case of Covid today. We have been reopening very slowly. In the whole of Ontari… https://t.co/h1sJiZuzyL,denikaplan,,
232,He gave himself COVID-19. Wonder if he can go f~ck himself. https://t.co/th6O1o6iuM,GaryBec61804127,"Germantown, Wi",
233,"Sweden’s top epidemiologist Anders Tegnell says a massive decline in COVID-19 cases shows ""the Swedish strategy is… https://t.co/vqvB68heb0",ActivistPost,The Blacklist,
234,The first dog to test positive for coronavirus in the U.S. has died via @natgeo https://t.co/dYgbvKQcsP,allenorresq,Washington DC - New York NY,
235,"@yoadrieneyo @KamalaHarris Serious question 
How were you making it before Covid-19",odponce5,"Las Vegas, NV",
236,@KevonSpencer @tonyamarie_j Parties are going to blame lower turnout on COVID.,bfuentes16,Trinidad and Tobago,
237,My mom said that the government is going to chip us when the COVID vaccine is ready and how that goes against the B… https://t.co/n6YbSJFdvh,FichonBrise,Pelagisha,
238,@DrEricDing If I was a hospital and the Feds gave me a kickback for every COVID Death I had... I would put it on every death certificate 🤷🏼,Jefe92643621,,
239,"Announcement: Convalescent plasma treatment for COVID-19 introduced to @ASCOT_trial and REMAP-CAP trials.

We will… https://t.co/W4JIe94wDn",ascot_trial,,
240,They really want me to go get tested for covid 🙄 I don’t want that shit in my nose,blasian_kay,"Louisville, KY",
241,@WHO13news Why say his death was caused by COVID-19 if you don’t know.  This is crappy reporting at its best. Maybe… https://t.co/CwHUp0fmJx,uncle_101,USA,
242,"To recap, you have the same chance of being dealt a ROYAL FLUSH in 7-card stud that you do of contracting and dying… https://t.co/Uw1qSuThO2",stet_dot_net,,
243,"So far so good 🏀

After the second round of daily COVID-19 testing, ZERO out of 344 NBA players tested positive in… https://t.co/Ce4eSMIQs7",thegistusa,USA,
244,THIS is what we must do https://t.co/8krM1plu9Y,aelterman,Oakland ca,
245,"@aimeecarrero Hi. I was gonna be one of these people. When biden stole the primary, it was a choice between two sen… https://t.co/XeZ789vYKw",profging,,
246,@RyannDickerson Thought it was just me. Now covid is here😪,christtiannn_,"Atlanta, GA ",
247,"""WHO official warns that COVID-19 is 'one big wave'""  https://t.co/zBTjX9AqR3",SuperFanVicHky,,
248,"@RebelOutlaw5 @JohnJansik @tedlieu @realDonaldTrump When your Grandparents die from COVID-19 that you gave them, ma… https://t.co/bDyVxtyTBO",JasonLongDickey,,
249,"After the first day of baseball’s return, 35 cutouts test positive for COVID-19 #mlb #COVID19 #baseballseason… https://t.co/sUTYMFlCWH",JonnyQPublic,Texas,
250,If the Covid was a baseball writer https://t.co/15Dj4p8cpT,bee1dible,"Nevada, OH",
251,@HaroldCStarling Well folks are getting sicker from non-covid related illness &amp; then folks are dying of covid &amp; it… https://t.co/aq3EnkK4Ch,Jacsqueeze,US,
252,Puto covid,batiandavila,,
253,"@kamala52297 @2000jubilee @OmarSheriffHD @drsimonegold NY, NJ, and a few other states *still*  have executive order… https://t.co/8LPUFkb5tw",sencynical,,
254,@LanceStorm I’m supportive of my own freedom to not wear anything that has yet to be proven to work. CDC &amp; WHO get… https://t.co/8H3bOeaccR,MaulerMMA,"Vancouver, BC, Canada",
255,@hartley_ej @CarlDurant15 This is a sick joke literally so apologies but the way things are today a cheap person co… https://t.co/iUyuURUEKT,FrankieIsReal,Vancouver,
256,@tomselliott @clairecmc Must work then. Since Russia is doing so good in world far as deaths per capita from covid.,AlRich59291621,,
257,@jacksfilms COVID-19 Disappeared Innit.,Auyri137,,
258,"@joe_nilo @B0mbChe11e @LDione__5 @RaheemKassam The science is settled, has been for quite some time.  HCQ along wit… https://t.co/uMb3DszlgN",FishingDoon,"Ontario, Canada",
259,Bonner County adds just one new case of COVID-19 while Boundary County adds three. The Panhandle now has nine death… https://t.co/Suxd7DoJRX,DailyBee,"Sandpoint, Idaho",
260,"Autopsy shows Wellington nurse died of kidney infection, not COVID-19 | WPEC https://t.co/4CSjpaOSZC",n2oneness,,
261,@clbirds @jtcope4 @MattWalshBlog China tried to blame the US military and also threatened to withhold medical suppl… https://t.co/QG6PhYY8sK,thien3000,United States,
262,Exclusive: COVID-19 https://t.co/mXpP2DBVtI,withoutname2020,,
263,@authorJWiller @GivingClassroom I teach 2nd grade at a Title I school in Florida. With budget cuts there aren’t fun… https://t.co/6z0lhWYPOb,StephanieTirino,"Fort Myers, FL",
264,@JuNo561 Yea bro maintaining trying to stay covid free how you n ya lil girl,CbLee561,Somewhere #grinding,
265,"I’m retrospect, it was never possible to have contained Covid after it escaped Pandora’s box. The only play was to… https://t.co/6uMqyxImaw",MonitorHive,,
266,@prettyangelboi @DanProft @GovPritzker Youth sports are vital yes. Youths have other issues of concern besides Covi… https://t.co/9Z2L64lVh1,IsIllinois,Illinois ,
267,@varadmehta Same thing crosses my mind every time I see those “will you take the covid vaccine?” polls. I’d have to… https://t.co/sfTybORMac,TheAgeofShoddy,,
268,@cowboy_covid @macliam92 Yeah I would think most of them,european_lady,,
269,@replouiegohmert “Congressman COVID” per @GOPLeader. Its like a Marvel Super Villian 🤣 https://t.co/kecCLiN4EF https://t.co/90joVEQZ0B,leftcoastlarr,Oregon where the fight is at,
270,@ForecasterEnten this time the most progressive candidate is also the only one on committees relevant to the Econom… https://t.co/yScOQxsxVm,chhelenach,Everywhere,
271,@VP I would appreciate seeing a national report released on those who’ve been severely impacted by COVID-19. Specif… https://t.co/bQn2pF6JAL,yojojomo,,
272,"@chrislhayes Already more Americans dead than died in WWII.  What a legacy for Doughboy -  fatal incompetence.  

D… https://t.co/BfqoMe2Fad",LeaWmsVO,"Santa Barbara, CA",
273,First dog in US to test Covid positive dies 😢 https://t.co/anOa3VFkBs,barkingmermaid,"Los Angeles, CA",
274,@Lib_Librarian I missed having co-workers too. Merged with another office and I have co-workers again (though we ea… https://t.co/4k0yYVkHPT,TenacYusC,Coastal,
275,"📣 New Podcast! ""Dallas Cowboys &amp; Washington Football Team Preview + COVID Opt-Outs w/ Ben Gretch"" on @Spreaker… https://t.co/1kdfAfZkHM",therealNFLguru,"Tuckerton, NJ",
276,"Rage Against the Covid? Acting + Life updates for July 2020.

https://t.co/bgSgwjQWQ9",alya_lei,"Los Angeles and San Francisco, CA",
277,"America is BONED and its our teachers and younglys that are on the front lines of the fall Covid out break to come,… https://t.co/drDlOdUVg1",Shrinkingcoyote,"colchester,ct",
278,A quick little PSA: Remember when Alberta had the flood and EVERYONE came out to help. You know how many Calgarians… https://t.co/5eWnhqSAcM,TheQuiltLamb,Treaty 7 ,
279,"In Red Zone #SouthCarolina with 1,666 new cases of COVID 48 additional deaths Gov @henrymcmaster decides to OPEN ar… https://t.co/3a3xGmtg8f",newsouth418,"South Carolina, USA",
280,@RealWayneRoot @NatShupe We have been had. This virus is not as fatal as all the idiots say it is. The main people… https://t.co/qFBFCpYrw7,KuhlmannBill,,
281,If he got Covid from wearing anything it was a White pointed hood. https://t.co/MLU6gROjPp,HiblerDana,my happy place,
282,@australiawhisky @COVID_Australia Makes sense why no-one (except China if you can believe  data) got a handle on it… https://t.co/so0Nq4MNAT,WazzaGc,,
283,@mmpadellan The question is will he reverse course and say to take COVID-19 seriously and encourage people to wear… https://t.co/pfcxnbvvCh,televamp,"Maryland, USA",
284,It just took me 6 minutes total from start to finish to do my COVID test. In LA. No excuses!! Get tested!!,em_ursula,"Los Angeles, CA",
285,Some big Canadian fashion names are in bankruptcy protection #COVID__19  https://t.co/NF0QTWIMwS,lrojek,Canada & China,
286,The world’s mega-rich are setting up family offices in Singapore during the pandemic https://t.co/z9N5IXbWhg,BW,"New York, NY",
287,"For the third time in the past week, California set a new record for daily deaths from COVID-19 on Wednesday, spari… https://t.co/dukidSjrfZ",NapaRegister,"Napa, California",
288,I’m getting tested for Covid tomorrow https://t.co/v9ybNdFWf4,butterfliah,Montréal,
289,@pancakepow @highimallyy How the fuck is covid entering this fucking discussion? You mfs will honestly say anything… https://t.co/pKS4Ja0Cg2,JaidenAlexande,Canada,
290,@RobHerring @JackPosobiec @realDonaldTrump @OANN Hydroxyxloroquine IS THE ANSWER TO COVID 19.  DEMS WANT DEAD PEOPLE .,bkayvanwinkle,,
291,Ronald McDonald mascot of the McDonald's fast-food restaurant chain falls victim to #Covid &amp; shifted to the back ya… https://t.co/xJc0bnHvTJ,tango1711,"Lahore, Pakistan",
292,"These dummies keep coming in my store with no mask, and tell me they can't wear one cuz they have breathing problem… https://t.co/Pq691WLcM9",barncritter,the barn,
293,@Lmt48430438 Did you see kennedy accidentally call him congressman covid?,DarcysCartoon,,
294,@LApplelucy @MarcelinoKHOU @realDonaldTrump Exposing her quakery is ruining her life?  She's the one that hooked up… https://t.co/NoMiiSFMze,AnyaAscendant,Somewhere,
295,@COVID_Australia 723 new cases per ABC.,LeviZheng2,"Sydney, New South Wales",
296,"@katymcguinness Hi. Katy dairy farmers, producing milk and cheese. Lost all our customers and I set up a farm shop… https://t.co/iG4Luoetmc",kylemorecheese,Galway,
297,How about getting to the obvious issue and map the nationalities and living arrangements/locations of all aged care… https://t.co/4FwJFQAEES,dtite67,,
298,@dmatt59 @Marc91549130 @rajul_shrivasta @stella_immanuel Yeah comic books usually put me to sleep. Wake me up when… https://t.co/EWD5KJMoR5,dosmunchos,Saturn,
299,"Isn’t it fun how the rich and [in]famous can get COVID testing daily and results with an hour?

#COVID19 #failure",Archimage,"Dover, DE",
300,what a fucking bunch of morons MLB is. I'd take a better shot at the cheating ASTROS and get the rest of the COVID… https://t.co/UTHHzeiEgg,k_kmahon,,
301,Exclusive: COVID-19 https://t.co/5al3yG73AR,withoutname2020,,
302,@Mariodt13 @kyldic @DNCWarRoom Most cases of covid is NOT AS BAD as the flu. Besides you libs are hiding the fact T… https://t.co/6zG1OZrJGI,GinaRankin6,MS GULF COAST REGION,
